GEP	Proportion_in_GEP	fine_celltype
FB_GEP_20	0	Cardiac_fibroblast_progenitors
FB_GEP_21	0.027	Cardiac_fibroblast_progenitors
FB_GEP_22	0.019	Cardiac_fibroblast_progenitors
FB_GEP_23	0.161	Cardiac_fibroblast_progenitors
FB_GEP_24	0.008	Cardiac_fibroblast_progenitors
FB_GEP_25	0.037	Cardiac_fibroblast_progenitors
FB_GEP_26	0.014	Cardiac_fibroblast_progenitors
VIC_GEP_27	0.03	Cardiac_fibroblast_progenitors
NC_GEP_8	0.001	Thymic_epithelium
NC_GEP_9	0.001	Thymic_epithelium
NC_GEP_15	0.001	Thymic_epithelium
NC_GEP_18	0.402	Thymic_epithelium
NC_GEP_19	0.001	Thymic_epithelium
NC_GEP_21	0.001	Thymic_epithelium
NC_GEP_27	0.276	Thymic_epithelium
Endocardial_endothelial_GEP_1	0.106	Atrial_endocardial_cells
Endocardial_endothelial_GEP_2	0.095	Atrial_endocardial_cells
Endocardial_endothelial_GEP_3	0.004	Atrial_endocardial_cells
Endocardial_endothelial_GEP_5	0	Atrial_endocardial_cells
Endocardial_endothelial_GEP_6	0.164	Atrial_endocardial_cells
Endocardial_endothelial_GEP_7	0.146	Atrial_endocardial_cells
Endocardial_endothelial_GEP_9	0.026	Atrial_endocardial_cells
Endocardial_endothelial_GEP_10	0.009	Atrial_endocardial_cells
Endocardial_endothelial_GEP_11	0.065	Atrial_endocardial_cells
Endocardial_endothelial_GEP_13	0	Atrial_endocardial_cells
Endocardial_endothelial_GEP_14	0.113	Atrial_endocardial_cells
Endocardial_endothelial_GEP_15	0.181	Atrial_endocardial_cells
Endocardial_endothelial_GEP_16	0.048	Atrial_endocardial_cells
Endocardial_endothelial_GEP_19	0	Atrial_endocardial_cells
Endocardial_endothelial_GEP_21	0.001	Atrial_endocardial_cells
Endocardial_endothelial_GEP_24	0.008	Atrial_endocardial_cells
Endocardial_endothelial_GEP_26	0.01	Atrial_endocardial_cells
Endocardial_endothelial_GEP_27	0	Atrial_endocardial_cells
Endocardial_endothelial_GEP_28	0.003	Atrial_endocardial_cells
Endocardial_GEP_29	0.001	Atrial_endocardial_cells
Endocardial_endothelial_GEP_30	0.005	Atrial_endocardial_cells
Endocardial_endothelial_GEP_32	0.001	Atrial_endocardial_cells
Endocardial_GEP_33	0.004	Atrial_endocardial_cells
Endocardial_endothelial_GEP_42	0.002	Atrial_endocardial_cells
Endocardial_endothelial_GEP_1	0.002	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_2	0.006	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_3	0.009	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_5	0	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_6	0.035	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_7	0.001	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_9	0.001	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_10	0.001	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_11	0.002	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_13	0	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_14	0	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_15	0.076	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_16	0.001	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_19	0.038	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_21	0.003	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_22	0	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_24	0.075	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_26	0.003	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_27	0.063	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_28	0.003	Atrial_septal_endocardial_cells
Endocardial_GEP_29	0.005	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_30	0.008	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_31	0	Atrial_septal_endocardial_cells
Endocardial_GEP_33	0.71	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_36	0.001	Atrial_septal_endocardial_cells
Endocardial_endothelial_GEP_1	0.059	Endocardial_cell_cycling
Endocardial_endothelial_GEP_2	0.073	Endocardial_cell_cycling
Endocardial_endothelial_GEP_3	0.056	Endocardial_cell_cycling
Endocardial_endothelial_GEP_5	0.001	Endocardial_cell_cycling
Endocardial_endothelial_GEP_6	0.061	Endocardial_cell_cycling
Endocardial_endothelial_GEP_7	0.022	Endocardial_cell_cycling
Endocardial_endothelial_GEP_8	0	Endocardial_cell_cycling
Endocardial_endothelial_GEP_9	0.026	Endocardial_cell_cycling
Endocardial_endothelial_GEP_10	0.025	Endocardial_cell_cycling
Endocardial_endothelial_GEP_11	0.064	Endocardial_cell_cycling
Endocardial_endothelial_GEP_12	0	Endocardial_cell_cycling
Endocardial_endothelial_GEP_13	0.001	Endocardial_cell_cycling
Endocardial_endothelial_GEP_14	0.066	Endocardial_cell_cycling
Endocardial_endothelial_GEP_15	0.028	Endocardial_cell_cycling
Endocardial_endothelial_GEP_16	0.018	Endocardial_cell_cycling
Endocardial_endothelial_GEP_17	0.001	Endocardial_cell_cycling
Endocardial_endothelial_GEP_19	0.023	Endocardial_cell_cycling
Endocardial_endothelial_GEP_21	0.485	Endocardial_cell_cycling
Endocardial_endothelial_GEP_24	0.024	Endocardial_cell_cycling
Endocardial_endothelial_GEP_26	0.022	Endocardial_cell_cycling
Endocardial_endothelial_GEP_27	0.107	Endocardial_cell_cycling
Endocardial_endothelial_GEP_28	0.01	Endocardial_cell_cycling
Endocardial_GEP_29	0.024	Endocardial_cell_cycling
Endocardial_endothelial_GEP_30	0.032	Endocardial_cell_cycling
Endocardial_endothelial_GEP_31	0.471	Endocardial_cell_cycling
Endocardial_GEP_33	0.056	Endocardial_cell_cycling
Endocardial_endothelial_GEP_37	0.001	Endocardial_cell_cycling
Endocardial_endothelial_GEP_42	0.004	Endocardial_cell_cycling
Endocardial_endothelial_GEP_1	0.014	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_2	0.006	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_3	0.057	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_5	0.001	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_6	0.02	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_7	0.008	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_8	0	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_9	0.014	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_10	0.124	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_11	0.016	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_13	0.001	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_14	0.001	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_15	0.134	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_16	0.12	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_17	0.001	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_19	0.767	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_20	0	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_21	0.021	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_24	0.617	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_26	0.045	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_27	0.017	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_28	0.287	IF_valvular_endocardial_cells
Endocardial_GEP_29	0.241	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_30	0.074	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_31	0.017	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_32	0.011	IF_valvular_endocardial_cells
Endocardial_GEP_33	0.051	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_35	0.001	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_36	0.009	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_37	0.018	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_42	0.013	IF_valvular_endocardial_cells
Endocardial_endothelial_GEP_1	0.078	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_2	0.026	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_3	0.047	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_5	0.002	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_6	0.511	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_7	0.029	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_8	0.001	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_9	0.017	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_10	0.054	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_11	0.056	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_12	0	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_13	0	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_14	0.006	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_15	0.315	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_16	0.019	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_17	0.001	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_19	0.101	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_21	0.005	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_24	0.013	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_26	0.003	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_27	0.803	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_28	0.084	OF_valvular_endocardial_cells
Endocardial_GEP_29	0.004	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_30	0.792	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_31	0.001	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_32	0.002	OF_valvular_endocardial_cells
Endocardial_GEP_33	0.16	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_34	0.01	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_36	0.003	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_37	0.004	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_42	0.013	OF_valvular_endocardial_cells
Endocardial_endothelial_GEP_1	0.002	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_2	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_3	0.013	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_5	0.003	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_6	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_7	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_8	0	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_9	0.005	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_10	0.005	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_11	0.002	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_13	0	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_14	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_15	0.007	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_16	0.01	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_17	0.013	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_19	0.002	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_21	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_22	0	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_24	0.163	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_26	0.047	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_27	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_28	0.03	Endocardial_to_endothelial_transtition
Endocardial_GEP_29	0.048	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_30	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_31	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_32	0.392	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_34	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_35	0.001	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_36	0.005	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_37	0.484	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_42	0.018	Endocardial_to_endothelial_transtition
Endocardial_endothelial_GEP_1	0.486	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_2	0.566	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_3	0.314	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_5	0.009	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_6	0.087	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_7	0.31	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_8	0.002	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_9	0.327	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_10	0.046	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_11	0.572	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_13	0.006	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_14	0.512	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_15	0.031	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_16	0.191	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_17	0	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_19	0.011	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_21	0.002	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_22	0	Ventricular_endocardial_cells_1
Endothelial_GEP_23	0.001	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_24	0.004	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_26	0.463	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_27	0	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_28	0.004	Ventricular_endocardial_cells_1
Endocardial_GEP_29	0.026	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_30	0.008	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_31	0	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_32	0.004	Ventricular_endocardial_cells_1
Endocardial_GEP_33	0.002	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_42	0.011	Ventricular_endocardial_cells_1
Endocardial_endothelial_GEP_1	0.177	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_2	0.16	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_3	0.359	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_5	0.001	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_6	0.086	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_7	0.115	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_8	0	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_9	0.161	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_10	0.565	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_11	0.08	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_13	0	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_14	0.016	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_15	0.164	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_16	0.307	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_17	0	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_19	0.046	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_21	0.003	Ventricular_endocardial_cells_2
Endothelial_GEP_23	0.001	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_24	0.038	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_26	0.014	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_28	0.009	Ventricular_endocardial_cells_2
Endocardial_GEP_29	0.412	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_30	0.042	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_32	0.001	Ventricular_endocardial_cells_2
Endocardial_GEP_33	0.006	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_36	0.002	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_37	0.001	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_42	0.009	Ventricular_endocardial_cells_2
Endocardial_endothelial_GEP_1	0.065	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_2	0.062	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_3	0.084	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_5	0.002	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_6	0.029	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_7	0.358	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_8	0.002	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_9	0.332	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_10	0.16	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_11	0.123	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_13	0.004	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_14	0.263	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_15	0.055	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_16	0.258	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_17	0	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_19	0.008	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_21	0.002	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_22	0	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_24	0.023	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_26	0.195	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_28	0.009	Ventricular_endocardial_cells_3
Endocardial_GEP_29	0.214	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_30	0.006	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_31	0	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_32	0.003	Ventricular_endocardial_cells_3
Endocardial_GEP_33	0.005	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_34	0.009	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_35	0.001	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_37	0.001	Ventricular_endocardial_cells_3
Endocardial_endothelial_GEP_1	0.001	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_2	0	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_3	0.012	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_5	0.001	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_6	0	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_7	0	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_9	0.001	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_10	0.006	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_11	0.002	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_14	0	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_15	0.006	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_16	0.02	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_17	0.001	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_19	0.002	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_20	0	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_21	0.022	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_22	0.015	Aortic_endothelial_cells_1
Endothelial_GEP_23	0.001	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_24	0.013	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_26	0.005	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_27	0	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_28	0.493	Aortic_endothelial_cells_1
Endocardial_GEP_29	0.008	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_30	0.018	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_31	0.017	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_32	0.026	Aortic_endothelial_cells_1
Endocardial_GEP_33	0.001	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_34	0.003	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_35	0.115	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_36	0.698	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_37	0.039	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_42	0.188	Aortic_endothelial_cells_1
Endocardial_endothelial_GEP_3	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_5	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_7	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_8	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_9	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_10	0.001	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_11	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_13	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_16	0.002	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_17	0	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_21	0.001	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_22	0.002	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_24	0.001	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_26	0.001	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_28	0.05	Aortic_endothelial_cells_2
Endocardial_GEP_29	0.002	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_30	0.003	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_31	0.002	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_32	0.004	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_35	0.091	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_36	0.222	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_37	0.013	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_42	0.26	Aortic_endothelial_cells_2
Endocardial_endothelial_GEP_1	0	Mature_arterial_endothelial
Endocardial_endothelial_GEP_2	0	Mature_arterial_endothelial
Endocardial_endothelial_GEP_3	0.003	Mature_arterial_endothelial
Endocardial_endothelial_GEP_5	0.005	Mature_arterial_endothelial
Endocardial_endothelial_GEP_8	0.001	Mature_arterial_endothelial
Endocardial_endothelial_GEP_9	0.004	Mature_arterial_endothelial
Endocardial_endothelial_GEP_11	0.002	Mature_arterial_endothelial
Endocardial_endothelial_GEP_12	0.002	Mature_arterial_endothelial
Endocardial_endothelial_GEP_13	0.056	Mature_arterial_endothelial
Endocardial_endothelial_GEP_14	0	Mature_arterial_endothelial
Endocardial_endothelial_GEP_16	0	Mature_arterial_endothelial
Endocardial_endothelial_GEP_17	0.001	Mature_arterial_endothelial
Endocardial_endothelial_GEP_20	0.088	Mature_arterial_endothelial
Endocardial_endothelial_GEP_21	0.005	Mature_arterial_endothelial
Endocardial_endothelial_GEP_22	0.591	Mature_arterial_endothelial
Endothelial_GEP_23	0.138	Mature_arterial_endothelial
Endocardial_endothelial_GEP_26	0.002	Mature_arterial_endothelial
Endocardial_endothelial_GEP_28	0.002	Mature_arterial_endothelial
Endocardial_GEP_29	0.001	Mature_arterial_endothelial
Endocardial_endothelial_GEP_30	0.004	Mature_arterial_endothelial
Endocardial_endothelial_GEP_31	0.006	Mature_arterial_endothelial
Endocardial_endothelial_GEP_32	0.002	Mature_arterial_endothelial
Endocardial_endothelial_GEP_34	0.029	Mature_arterial_endothelial
Endocardial_endothelial_GEP_35	0.761	Mature_arterial_endothelial
Endocardial_endothelial_GEP_36	0.048	Mature_arterial_endothelial
Endocardial_endothelial_GEP_37	0.003	Mature_arterial_endothelial
Endocardial_endothelial_GEP_42	0.192	Mature_arterial_endothelial
Endocardial_endothelial_GEP_1	0	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_3	0.002	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_5	0.053	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_8	0.007	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_9	0.006	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_11	0.001	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_12	0.104	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_13	0.103	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_14	0	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_17	0.008	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_20	0.198	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_22	0.29	Pre_arterial_endothelial_cells_2
Endothelial_GEP_23	0.58	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_26	0.001	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_30	0.001	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_31	0.001	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_32	0.002	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_34	0.16	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_35	0.014	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_42	0.009	Pre_arterial_endothelial_cells_2
Endocardial_endothelial_GEP_1	0	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_3	0.001	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_5	0.024	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_8	0.102	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_9	0.002	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_11	0	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_12	0.046	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_13	0.189	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_14	0.001	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_17	0.001	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_19	0	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_20	0.383	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_21	0.001	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_22	0.053	Pre_arterial_endothelial_cells_1
Endothelial_GEP_23	0.023	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_26	0.004	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_31	0.001	Pre_arterial_endothelial_cells_1
Endocardial_GEP_33	0.001	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_34	0.102	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_42	0.044	Pre_arterial_endothelial_cells_1
Endocardial_endothelial_GEP_1	0.003	Capillary_endothelial_cells_2
Endocardial_endothelial_GEP_2	0	Capillary_endothelial_cells_2
